bands_beta_t3,env_beta_t3_c4,coh_nofilt_f7_t3,coh_beta_f7_t3,env_theta_t3_c4,coh_nofilt_fp1_f3,env_theta_c3_t4,env_nofilt_t3_c4,env_beta_f7_t3,env_beta_t3_t4,coh_beta_fp1_f3,env_beta_f8_t3,env_nofilt_f7_t3,env_nofilt_c3_t4,env_theta_t3_t4,bands_beta_t4,env_nofilt_t3_t4,bands_beta_f8,env_beta_fp1_f3,coh_nofilt_fp1_f7,env_nofilt_c4_t5,env_nofilt_fp1_f3,env_theta_c4_t5,env_nofilt_fp1_f7,coh_beta_t3_t4,env_nofilt_t4_t5,env_beta_c4_t6,env_beta_c4_t5,env_theta_t4_t5,env_beta_t3_c3,env_beta_f8_t4,env_nofilt_t3_c3,coh_nofilt_t3_c3,coh_nofilt_t3_t4,env_nofilt_t3_p4,coh_beta_t3_c3,env_beta_t3_t6,coh_beta_fp1_f7,env_nofilt_f7_c3,env_alpha_c3_t4,coh_beta_t3_t5,env_nofilt_f8_t3,env_theta_c4_o1,env_beta_t4_t5,bands_gamma_t3,coh_nofilt_t3_t5,env_beta_c4_pz,env_nofilt_f8_c3,env_beta_f7_t4,coh_beta_f8_t4,env_beta_c4_t4,env_beta_c4_o2,env_theta_f8_c3,env_nofilt_c4_t4,env_theta_c3_c4,env_theta_f8_t3,env_theta_t5_p4,env_beta_t3_p4,env_beta_c3_t4,bands_beta_fp2,env_beta_c4_o1,env_nofilt_p4_o2,env_theta_p4_o2,coh_nofilt_fp1_t3,env_theta_c4_o2,env_theta_t4_p3,env_theta_c3_p4,env_beta_c3_t6,coh_theta_t3_t4,env_beta_t3_t5,env_beta_fp2_t3,env_theta_t3_p4,env_beta_t4_p3,env_alpha_t3_t4,env_beta_fp1_f7,env_alpha_t3_c4,coh_nofilt_f3_t3,env_beta_f7_c4,coh_beta_fp1_t3,env_nofilt_t4_p4,env_theta_f7_c4,bands_beta_f4,coh_theta_fp1_f3,env_theta_c4_p3,env_beta_p4_o2,env_nofilt_c4_p3,coh_nofilt_f8_t4,env_beta_f7_f8,env_theta_p3_t6,env_nofilt_c4_o2,coh_nofilt_f7_f3,env_nofilt_c4_t6,env_theta_f7_t4,env_nofilt_f7_f8,env_nofilt_p4_o1,env_beta_f4_t3,env_nofilt_t4_p3,env_beta_fp1_c4,env_theta_c4_pz,env_nofilt_c4_pz,env_beta_fp2_f8,env_beta_t4_t6,env_nofilt_c4_o1,bands_beta_t5,env_alpha_t4_t5,env_nofilt_fp1_c3,env_nofilt_f7_c4,env_beta_f3_t3,env_theta_fp1_f3,env_theta_c3_t6,env_nofilt_t3_t6,env_beta_c4_p3,env_theta_c4_t4,env_nofilt_t5_p4,coh_alpha_fp1_f3,coh_theta_fp1_f7,env_alpha_t3_p4,env_theta_t5_t6,env_nofilt_t5_t6,env_theta_fp1_f7,env_beta_fp1_t4,env_beta_f8_c3,env_theta_f7_f8,coh_beta_f3_t3,env_theta_p4_o1,env_alpha_c3_t6,bands_beta_f7,env_beta_fp1_t3,env_nofilt_t3_t5,env_beta_fp2_t4,env_beta_f8_c4,env_alpha_t3_t6,fn,target
0.006493820654333889,0.20976340809538924,0.7357823283742446,0.6675325116325385,0.2766454155475165,0.8573646159919386,0.2776159012782233,0.17819104960112342,0.3126119023152625,0.18394955602836446,0.9072364147695606,0.21783831835087256,0.3119561790670832,0.20159005610198244,0.2612004435194422,0.007673174588732008,0.15957229787500632,0.006394720630486903,0.8090417586902929,0.8773387840707141,0.3246991168165131,0.7676788010366996,0.19771098787614447,0.7451865822553905,0.5816350568400587,0.1648915730349332,0.4910683552005654,0.2891068971993111,0.0756544552350085,0.2708305369570114,0.6329334604113328,0.37539182336513616,0.7118579063649288,0.4563092210547629,0.11242288473407112,0.6795292102420697,0.2105058405960812,0.8864396647911,0.38309103241212505,0.2388543312964783,0.7430590651709648,0.14901227053921626,0.3019759087352512,0.26004008406998,0.0002061079632265765,0.6637723116740618,0.5533178888815343,0.2742098867846809,0.3337609115322152,0.8182142862042558,0.5211370082177037,0.40778299536921775,0.33650782567552984,0.531288116152963,0.5512500799271299,0.17136202348112714,0.32405107986743625,0.2009575916279672,0.2231021407366664,0.006696940462681011,0.2530307435257788,0.7860104593883208,0.7382051535468726,0.6113862053046862,0.4227396042724727,0.2330295641206264,0.3648784003075617,0.2560352486931433,0.4763082453243362,0.4343564001217793,0.2086501049290969,0.2753905488247166,0.2470731128185793,0.18392836516919348,0.7746140537494506,0.26874846539718417,0.6751783109151388,0.3778956211845239,0.6146929119098239,0.3388808848140305,0.3199759631911151,0.007582450312798383,0.9005737471830589,0.4852183337831168,0.730694281997827,0.4950493722483208,0.7728849197262965,0.4841570699118574,0.2662715173366193,0.3802317374887305,0.8538662573301292,0.4105002701130021,0.2592901546537787,0.41426763403807176,0.5778008489366921,0.21303342959413268,0.1805048484098501,0.40608519087674455,0.6627533696560286,0.5907269628031517,0.7423373652539997,0.5862241017108836,0.3298333627738761,0.0033560474460086844,0.2762535822043909,0.3084458646609892,0.2549435046058765,0.26885380466739706,0.8208022537419071,0.18057152771967816,0.0830843250639161,0.3934797696873684,0.6618826495829189,0.4176485006560612,0.9190302388972876,0.8349681253151825,0.16486585668141698,0.1392828455966581,0.2561308994757985,0.7234438743679892,0.3656119008716463,0.3166466679554922,0.4079514072957332,0.6329542622874679,0.5080741897358865,0.2308736235523571,0.005105401804043374,0.2432683952722045,0.29702609455287765,0.4372174243189893,0.5688067852557362,0.21140603749099174,00b2d6e257e2f615.csv,1
0.01105568513997838,0.04100764211722247,0.7404552965497131,0.7657715380202263,0.20753114295120306,0.7753780073945117,0.2591194273534609,0.2641706631002322,0.5853300962537362,0.3076134736434375,0.7782458767894932,0.40559201112007215,0.7529844935047825,0.2696983109415243,0.46664367121232897,0.00989122996894948,0.5758011517769636,0.012355287849643308,0.4805755147978353,0.7950528672688196,0.20248675457926169,0.806752926122718,0.1484039672159434,0.8163110970382024,0.5684135169180882,0.3307185720272338,0.18723496194593714,0.08759094344241958,0.2575144698928477,0.43826781920194224,0.6438562346687204,0.6534518026922299,0.7520894462044942,0.5704724012568005,0.1048185467671826,0.6959633685879327,0.5111113841612178,0.8438044539286198,0.4317613272762263,0.3178013953280337,0.7616341064101143,0.6236207389104785,0.17939722664151536,0.28895023004426656,0.00026137399617483654,0.7543587163321511,0.13512233998192266,0.2876765742077244,0.3416978070038977,0.7777897839599691,0.4175278141787507,0.18723496194593714,0.3606833310159311,0.5431684216692894,0.18740532574041746,0.5416296638379156,0.2843877379694973,0.119732679939953,0.1211850104404498,0.01352982012294823,0.1281300954322728,0.12524956463018555,0.1598575928176559,0.6477183775971781,0.21890415083247888,0.16606918097847573,0.1507833494614182,0.28771749016085946,0.6089496297989528,0.6126709709122247,0.3904122585967451,0.15383763551601715,0.1170219547354869,0.7106175763401389,0.7208817778447668,0.35162547060843563,0.6364033513706876,0.12940941756115548,0.629449345335303,0.1142478445733124,0.25320692644237736,0.007742203498199525,0.7455348946854449,0.15041916401232938,0.2513026307464945,0.13273744864916348,0.7356458388270426,0.5256171092410162,0.4013264147558933,0.3058234552477274,0.7326210596376472,0.3058234552477274,0.5110144017601121,0.8062780484175549,0.30308097263378664,0.2124459994858838,0.1273290404647111,0.15392467789758638,0.16474875680983192,0.09649930431960516,0.7643762331274626,0.3406810377925437,0.2432746625441043,0.014158969735598497,0.3634554374748121,0.3185067445730009,0.3126934248792696,0.4344033759965834,0.7058050237424702,0.5378271500987539,0.7923783762623327,0.04656855363764343,0.5000460532054879,0.2217152156603777,0.9251037426293324,0.698634887609331,0.10263965579963216,0.7635179105443547,0.7109682233156339,0.6569194343011986,0.3204735633822034,0.13816178630437967,0.7439719425811862,0.6106307664121629,0.3425531372042841,0.6044605771227369,0.01277622938432495,0.3944111354928485,0.6176777613786884,0.4582562116801532,0.2418486198711697,0.9102898670027708,09769097749fb286.csv,1
0.01210051027411558,0.14889175144091402,0.6848840625286546,0.7275929551815054,0.10427270444555094,0.8616012836781171,0.0824593628685488,0.14309989371140364,0.4752974130887783,0.2481382322742265,0.8244099786303161,0.2385568108434233,0.5917540505856109,0.18221412426362946,0.4009719005546996,0.0096803966245544,0.3487992036299077,0.008266047792933991,0.6784669835512951,0.8479876633106792,0.16303055587642912,0.6076754393638406,0.020452244856682344,0.6713004915670215,0.6537306150725518,0.403064887610404,0.2635014618693456,0.16827813894721275,0.4169275698744888,0.3733819786173557,0.5590964491846093,0.4591959412343449,0.5666197303168082,0.6223795527439576,0.18625590499357367,0.6969931905732326,0.3198210912691753,0.8472366260982502,0.3978284549512289,0.22409876039295248,0.7454488945550611,0.3162436342776536,-0.029964943611902425,0.4077416966634968,0.00034461597487576724,0.6589819661373851,0.08851764993636782,0.1611741601976248,0.32843869085310784,0.7719179889471454,0.2981453306282264,0.18826690684516967,-0.010391146779491912,0.4029866804941788,-0.01881649259071633,0.28591335636778165,0.4320615232143518,0.1924564741054068,0.2333716103890761,0.008057941507456073,0.17719364057143766,0.5733867053460933,0.6420744638762295,0.5812502254500728,0.0035116153188691607,0.023531000051668312,0.1390999849105466,0.27829710457344203,0.7570449113887303,0.4759065115125156,0.2554043523718877,0.18093915484176348,0.2415084008431702,0.4632916505750785,0.7390707446006979,0.2143490907745616,0.5506502751932433,0.16969280426528727,0.7046302601429526,0.3091760956293312,0.16879678288319985,0.005958838192221217,0.8232548655107882,-0.062438956953111024,0.6804607399440121,0.11594193928285547,0.7227897262685602,0.3991389703919832,0.31354682116092936,0.16271220985681295,0.7925522458180756,0.2361360940812975,0.3373716976930765,0.3658834989570186,0.5473907156510385,0.17843909531655486,0.14737125270952944,0.18678527816985696,-0.08921658766647657,0.13116920616606292,0.6759380515991442,0.6156619476964087,0.17141993846867387,0.009102247271451177,0.4060507359562028,0.2605454313914449,0.12313041328093105,0.2796246845775946,0.6158551141163479,0.15727612872474098,0.3756643696600365,0.13077363874848535,0.4855986907383698,0.44092001399717495,0.8656873458225653,0.8683780002310203,0.20764457284408572,0.6623963509375379,0.6665240449036782,0.6668421053115978,0.2946550901916232,0.2680229490734337,0.3452564462113817,0.6668190288503394,0.5937863879613775,0.3116668094563421,0.009095383745859048,0.3373794119428597,0.5259985586016458,0.3368721836658538,0.2578469948881687,0.4821438170238619,0b84dd748e7d5edd.csv,1
0.012688214653883484,0.16770972446991822,0.8245836326298289,0.6304046305847344,0.13442066720829668,0.833708801798394,0.12837318977306467,0.15430649197616514,0.2849542058461496,0.32290685096436,0.9450756547759956,-0.06353069720761817,0.3968693888768152,0.18898703668298053,0.3473240095342072,0.01257891589262058,0.31611346188393696,0.015154954662685996,0.8529615248405003,0.8441750057692168,0.1647638198464761,0.8094547160568335,0.19040348876375998,0.477064844345635,0.6366618143232049,0.3545263498916078,0.35877595391056954,0.3205218080558542,0.3942585072480303,0.5267037695420936,0.1329340016684731,0.5068060501033879,0.8724289230929875,0.7869828422587765,0.06354555938671759,0.7732103097165028,0.053276278856558966,0.7772953920513122,0.2989655945901093,0.07765926041146592,0.7708754642287936,0.046924824332351456,0.2790865031472261,0.5094538915376937,0.0005150509770607844,0.8802979052964073,0.3708314610106333,0.017452283780377068,0.25628537158340103,0.538873134298075,0.3371284654018776,0.06601390550886428,0.06161931807809778,0.4320591985531356,0.04603193484648892,0.21665909426994376,0.4501215255092548,-0.00032042971221665084,0.33680963974942313,0.003057642179974593,0.3810640471435063,0.4395124867392161,0.6493244189848357,0.8087827122211968,0.1733110841578492,0.3011115663421488,0.1454110900928256,0.09834965144181156,0.6189784720385417,0.5750322131548993,-0.03269916424804723,0.2856187430619767,0.4476981122042137,0.2068819578573173,0.4831854052217984,0.17425506980129246,0.8038810524030092,0.12178755263546125,0.7510378835743713,0.2368164675407817,0.2548776519903587,0.003783264775693965,0.8857401366756341,0.2203813417878783,0.217298366334214,0.1442289849551162,0.7814870242635186,0.054248792834434637,0.2973633080261613,0.07773455490713332,0.7849693567517074,0.36653950612266106,0.34657281907616044,0.18649057865773336,0.3976404584021823,0.124363225084908,0.1909239110177481,0.31084905092819204,0.29970438622368223,0.21680912055798351,0.3776009531522964,0.26720431886123264,0.2384733450777336,0.009461385079114568,0.14189789196879968,0.4931769224994833,0.17262154983646893,0.4636369167908536,0.7762786434469453,0.1138613249266933,0.15506955457643362,0.3025376106730065,0.595264635440451,0.1740519052520231,0.9015254179669796,0.7720176988223207,0.022274880329133488,0.4849487239034076,0.2894791464445208,0.4908566397682719,0.5207592264258596,-0.006416743991058481,0.23835061992301199,0.7545857494600875,0.6420761545504163,0.1117816940212382,0.024152867516704063,0.4925373932609468,0.578807832354103,0.07063862818641009,0.17296558478056384,0.1291850401313689,158ce5e17a662599.csv,1
0.012842191360137006,0.1253386270559422,0.7850849714136009,0.8129963038486833,0.2866078057871179,0.8870780852254727,0.39427479029249934,0.2730844860256208,0.7007568203930875,0.574682508217234,0.8657822286106998,0.4442525520201562,0.7198828195576829,0.1618512038744731,0.7715277352934462,0.010304108480478318,0.6744179634351589,0.009656459288321805,0.7865954005457746,0.9067036664250376,0.14924110424804754,0.852230170385236,0.19533106887884485,0.8260832037072383,0.7284318468292468,0.2837427192740932,0.31091787247922964,0.1912140403033476,0.5179132955403303,0.2915778127901847,0.6833657119567522,0.2884494130172503,0.6697229033262322,0.578329667136784,0.1453072497743132,0.5467302428249585,0.4762790649328103,0.9089232972811664,0.19911942425107493,0.2619235260498671,0.7467090772732005,0.4999524866933106,0.20137273003745693,0.4810030735137104,0.0018468343710254238,0.7164637270871572,0.20946789805477467,0.0918150307299508,0.5576812293194637,0.8203922009176698,0.44201640857031377,0.2435616189909993,0.14142078595497642,0.4874666476391546,0.179030134503472,0.4707887044133569,0.4770815108457215,0.15533046526867622,0.1417373861525825,0.008920245620287308,0.18410994029984368,0.7612630893619174,0.7368509385009234,0.7103368384202958,0.2675039069663858,0.25339642001668344,0.3534240325531231,0.2481055460958829,0.8649841006085935,0.5654768350127775,0.37585467524809424,0.3442129661667782,0.13260404054898,0.8613005536945879,0.8519385829451882,0.4512039660351238,0.6797862280932243,0.1340692948563804,0.7234625534224266,0.10871094252313514,0.2514546912597244,0.007173200563247477,0.8846059915770447,0.12505816817350596,0.636979837511229,0.16597948535521245,0.7415956169294559,0.5241815991510872,0.5052262115561497,0.18439448916006007,0.8827480635551992,0.3092673723223773,0.5960594960955008,0.494693183688993,0.5658939635895253,0.2877969337231615,0.14221901580007668,0.15679110481817607,0.2913896085081595,0.2242230698894241,0.801107540712972,0.5414751282466013,0.14093824993492213,0.018154600674056155,0.22231232111197247,0.1860500282413568,0.2361659117965249,0.4395532178570649,0.7730819163665266,0.4752494373247178,0.3372632830711558,0.1181592702046054,0.5236115325693814,0.4218225478120602,0.9419901821226702,0.8920164986974293,0.2295941321564326,0.6702458427138456,0.6509018550131503,0.7868303713992815,0.5414403599139384,0.08584710351853747,0.5196067316192534,0.6315689731694601,0.551568667343824,0.2813945497928053,0.01156278807896563,0.5581768024376179,0.2858987463399489,0.4414063981003888,0.2473626294736325,0.3312074498356745,17df70855fa4922a.csv,1
0.01243572259890068,0.06379466447779829,0.5625627971444602,0.5750406012536594,0.09901162713683713,0.6984644950698348,0.3160206149606508,0.10797853068691254,0.3945269450423923,0.19620994835917405,0.7821644154199241,0.1103608516378209,0.5951675455691335,0.20885788406672806,0.34782730546493423,0.007851297557405747,0.3215975137165599,0.0071494341789677795,0.6369281872558521,0.6223865958613629,0.12445899752097216,0.7546501646429454,0.1367658616135535,0.6785514629090081,0.4027881505416127,0.2356899223978108,0.2737795793329846,0.08291384048071065,0.2694070322640253,0.2631290041767905,0.4723312187455087,0.4690179960629446,0.5300054750716249,0.429892636750563,0.1289735606229359,0.5277397086054738,0.13548319915869786,0.7075213871840522,0.3514470759313489,0.13759934478833852,0.4770231136195098,0.2530001377590081,0.12911754380302795,0.14848227948267242,0.0013119458729682991,0.5065893110804234,0.0907490703550716,0.20499315562333226,0.26634762670834544,0.6666226097711564,0.4174315659466195,0.15877111595382193,0.3178256406649953,0.5596396949337052,0.3525977668434332,0.28026151911796865,0.4128751689754892,0.11619837951880145,0.11987445579718732,0.005694253066515557,0.0887503910721241,0.767616847360392,0.8126058748133606,0.4156829763761004,0.15757637364164684,0.2698268398970293,0.21980814716473315,0.09955988647237247,0.5835391273165258,0.26779879856587563,0.12443543582528685,0.2365281543337505,0.09791952966037276,0.4520811312591226,0.556378663892781,0.16400243474852969,0.4553993196977445,0.10984684735728543,0.4317139360964513,0.2209949986066615,0.1229091601845834,0.005434848524997867,0.8559743284974413,0.2358390323743171,0.7323410208925518,0.16098372382470832,0.6129795456398656,0.3142468329526957,0.4528769760652868,0.1548225953586746,0.7013026088946206,0.2559085902259858,0.4176090210129649,0.4971544352190918,0.4996118760259168,0.07408104100847926,0.18219424836528453,0.13951789070628673,0.1764286586211061,0.13048001694830347,0.7205244461673019,0.3660720147022629,0.13346677831344195,0.016357869569915383,0.23390597551338155,0.21712919401957145,0.15536959370383618,0.22156557845627314,0.77121989921738,0.21508874152446966,0.20771407282428955,0.12040370464763485,0.607418621944981,0.3569802661504659,0.8997225603647128,0.7828577737551292,0.20355902740196424,0.5018273174976978,0.4703426103427349,0.6353148194758051,0.19672785560069184,0.11374428876945915,0.4398916444532128,0.4531248092015279,0.5493126190375179,0.10040528927123753,0.006414824036490918,0.19206948084497485,0.43158923123673604,0.28471965458403536,0.297050373415966,0.243833701751358,1eebfb80ad31ef08.csv,1
0.01333769657613846,-0.0003670321134681322,0.6275397096256724,0.6907503543506402,0.3219174381608317,0.8638294723809735,0.22147018494445173,0.3952375408130692,0.4923921027575844,0.3616822108904066,0.8658695714113386,0.1843023285482389,0.7604391885316711,0.2359628706367697,0.6783586521323113,0.00937097317443028,0.7515053370021478,0.011738485441657051,0.5971333027672189,0.7223295964397914,0.2910468056236189,0.8467901170524395,0.3415338193813857,0.8147889185028432,0.5759701137811549,0.5107762259264752,0.1357049973098674,0.026753606153662082,0.6086625442328335,0.49239857082956107,0.3617169143114232,0.4565933220915873,0.6554673370976212,0.5280625338424244,0.2898375230637939,0.6231537102119715,0.2730872697221338,0.7360697342806124,0.35644488104042543,0.3936327491176315,0.6687321937083374,0.6283329035184838,0.3619678858503008,0.326978630903108,0.0005424015385185613,0.5819177523200986,0.005426142514924133,0.2137686772983947,0.2021846272133759,0.6419775269798917,0.2178972357242928,0.10089402894400068,0.15542137851706375,0.5354272886533804,0.13495976315599764,0.5680736293846429,0.6050372401270272,0.0509782249060594,0.14629306150970245,0.00849185106292665,0.05304112119876335,0.5090340834989823,0.6822871795277426,0.6269098632964759,0.4089802489153248,0.43093533465515294,0.2176921334654464,0.12810941359487554,0.7508014207346954,0.4561212391827986,0.2935230345427606,0.4170568999278725,0.19959334737156686,0.9301710328740778,0.4899228365433849,0.6179666440870458,0.6446552404465429,0.06665020797326844,0.7186165318170111,0.3089180677604324,0.2860198897501414,0.003538364866647725,0.8743152964932476,0.2461815558481653,0.1971415459135578,0.2656042941488663,0.6608188022986171,0.3370762629375005,0.5843298513823239,0.37382403441469975,0.6628704807705916,0.4443787210819876,0.5814550735907281,0.7095743743744622,0.5224272734596623,0.1666157266301595,0.3262334213092763,0.07494860996275611,0.23852322331843245,0.2480868003930264,0.3332397263010951,0.3671372222322866,0.3386180151180499,0.014647041754652503,0.5852590386559015,0.3218957122862697,0.3938622958290098,0.4368409406460237,0.8443087844696858,0.252540381305798,0.5745839706662194,0.060333501242039435,0.5099183322660581,0.4698702535026014,0.9682960048399042,0.814693533351852,0.388399917025074,0.7651556519135583,0.7173913601679075,0.7899711322106701,0.26576462679812035,0.1514492290181762,0.5988854827695722,0.6467965255993223,0.6455105114865459,0.3609753767071144,0.01511087783337754,0.6145314451240688,0.588710826109434,0.3464812966527022,0.2371996837815685,0.6956409231637815,1f424c8e1fd31218.csv,1
0.01294269800782086,0.0347178731332273,0.7336697690069758,0.7949961702820738,0.06053984704558544,0.9243798498856516,0.17815812266388406,0.052591714724944574,0.7226447943576492,0.29345147681211553,0.9245546209715486,0.17150178197768667,0.6402678877017115,0.1324009130089368,0.4397813281179444,0.007362433316625391,0.363895366887744,0.009486743009900551,0.8962897639548139,0.9194882394764023,0.11782860078827664,0.8382948954377555,0.07261464449500675,0.8269138643461431,0.5926246895193046,0.3452072308394861,0.22133069090518606,0.09118302519603594,0.3362887778903893,0.7183433987997166,0.5162111349090365,0.6340257068341558,0.7247983137965847,0.5287289446583473,0.1568835823948605,0.8014744877735169,0.2283674834490592,0.9326999514176526,0.4256974372921766,0.1395360370745413,0.8100859621824562,0.2370780080539066,0.12615685151203804,0.35067558642882185,0.0021225452866683358,0.7465209496152079,0.0704389330702917,0.04124196474032034,0.37500983889961,0.7425984594917291,0.4516466783395092,0.007920791719570806,0.13353709532396815,0.4869848146758923,0.06634537984421858,0.34244220836072736,0.4569237945343583,0.098805189601782,0.13021720926000768,0.009318116389519264,0.11927836933648908,0.6014212738161449,0.5829429019494259,0.6726807706809557,0.09596274593167176,0.22749515533888445,0.10486058911297994,0.08137509490891917,0.6856351338493845,0.6618023272882867,0.10815165234003757,0.2591375001534395,0.19447727316665825,0.4928382159535711,0.9098613272912988,0.03831220056249979,0.6653843573915601,0.051372615346716485,0.7326641097256011,0.2660561204251407,0.08329849907011419,0.006600993175351663,0.8867865683598062,0.034103657128151416,0.4895405572886763,0.04251958828686254,0.6561484526502365,0.3359605088556258,0.4353130461962851,0.19485575029528607,0.8803577218610205,0.30296332851688423,0.3616420293437581,0.3796770570369771,0.5298951761008746,0.09493459501491304,0.17800046574411518,0.03578168425478024,0.10092423161093364,0.11989456836587135,0.7959482289295365,0.4952302263427836,0.1929701671335209,0.012907691443006944,0.3700508812799623,0.4095343407171802,0.09624800988675744,0.6790562653778072,0.7779372471199639,0.2077369578467701,0.3204303278050278,-0.017250155701825937,0.5359249852527244,0.41463684615842905,0.9524436133628684,0.8126416941807607,0.2803315941417479,0.6623201454999739,0.5715904935347245,0.6547787874972913,0.3823022433743965,0.057978442911153234,0.4272558514846092,0.7424425894715361,0.5862876864839319,0.1976928911020389,0.017601696027205203,0.6398991782048861,0.536098922427397,0.34674589721352844,0.10618251854443267,0.5288018360026424,210a90133b1f39a3.csv,1
0.02184227257707786,0.061532821476711776,0.476582918220996,0.4334802247232257,0.2421448812531857,0.5291815732368368,0.2329293898828617,0.12185882570093826,0.1141212663976414,0.13212655931669434,0.5950330979161449,0.0903138226703682,0.24225603773834106,0.10507756131587677,0.4084972139004808,0.017054692567736326,0.14282717999535605,0.007269655518787575,0.2701440031352924,0.5897421934288616,0.14956754876389888,0.6590252232017075,0.16694222230953806,0.5992553108957814,0.34875868296077656,0.15580593684366525,0.3146923494743003,0.1178446394033256,0.22044209086981464,0.16017283164965354,0.15213262631286956,0.20970289967917355,0.4926137839981276,0.4014953323855823,0.12664205008735868,0.4417721442977121,0.11280784072177848,0.6160078694286751,0.18028498438024645,0.2284368368073254,0.4112485582390483,0.14776625187383202,0.20925336807945324,0.056207670048704736,0.0098574758654019,0.4572918743777563,0.09776649471484904,0.07779294931808105,0.09613135228757276,0.4270848307710667,0.20845479532676647,0.27907067892454474,0.3051716441621227,0.3237037028895685,0.19580932844478385,0.37888804634309536,0.3131957421629329,0.09276757291550558,0.09209274930732453,0.0046167508808078045,0.18351860854349286,0.5776213787172095,0.6318100494541771,0.4147871859524055,0.3588825609030731,0.2309520320574208,0.10016221887111104,0.14018290616911516,0.6307924706905034,0.12581869108943655,0.09998924907841296,0.14247328397946804,0.03703925614351911,0.37450501560864097,0.2707766584773269,0.15753088041535473,0.4395150173975351,0.2093329249596025,0.3803282606024502,0.2574037756719355,0.25870185132363005,0.0022972231349496787,0.8622089279252642,0.1963605409004647,0.5746536066061084,0.16546390883396972,0.4516388372176068,0.09103134767809233,0.332074399883642,0.29035834488223017,0.49833441858534,0.3788261888826165,0.3863411610441313,0.3585302827952315,0.4176378288721909,0.08280803443404483,0.14529551355923126,0.1228929117614452,0.26836087129628244,0.20666394478716507,0.3559226797372681,0.20801873911059027,0.1749552154919658,0.005714829730715981,0.2884063602607065,0.1841819094423021,0.20254146120266228,0.2035955741823578,0.8001383228164634,0.16055485400532732,0.15641594748366436,0.13283171811485794,0.6334138774261501,0.32335789726805075,0.9171324364209148,0.918885889675084,0.1259894473165187,0.3634851496070047,0.3432228960961784,0.8551508097404372,0.058632596128527524,0.05066938689461771,0.5358487110489274,0.4581714232969954,0.4457360714060585,0.11527076809186207,0.008776140982909823,0.07694216353410753,0.2518057103146861,0.06798363710775593,0.13475673821014084,0.2327093739502417,2330fe97fb1ce051.csv,1
0.05010028942759196,-0.025795951403165183,0.6139768491175263,0.7020863616564617,0.12209233968461244,0.5763803891291129,0.1064729157416358,0.0494037888112082,0.04789493108571999,0.05386893761697027,0.6842029243627132,0.03007441590798545,0.07989759588958599,0.03670571672879472,0.3372507030924402,0.013395215263428798,0.050936217870316734,0.03515406416838165,-0.015448459342762238,0.6428832520453771,0.06481097016206405,0.010485684163477218,0.2676919612897287,0.1784619343248925,0.6891527760285411,0.08169162526131328,0.13720161552131854,0.042541999348134914,0.2926280809793192,0.2167863242549421,0.2060039741117717,0.09831889970592772,0.8226537080313531,0.5501077966482326,0.04242983210944834,0.7479363247231572,0.14171829748988896,0.7120873618726925,-0.012755399708891826,0.1022360838390242,0.7114889045559929,0.08105515374338718,0.26929725573997604,0.14154061807804036,0.002334734938307223,0.7205834948459424,-0.006847957001424928,-0.049451925989479735,0.1675131025836338,0.7198813725941767,0.18232883399627856,0.04848827879890948,0.2077233135314202,0.11813148111528067,0.06720778931949087,0.39547464098949103,0.11876831704344627,0.14063775572804355,0.06444625326684869,0.008066505319467425,0.01925111345782541,0.43422432769205854,0.5844370513547061,0.7465496907579844,0.2937606920227959,0.32916330578126185,0.12007124964555695,0.10672788302413208,0.7276373752214403,0.1020718484896248,-0.019702989170218004,0.10978750664441857,0.04778275455648083,0.3712002658243513,0.02207894679345573,0.06531810916765393,0.5746763795094635,0.0708231914751416,0.6901941974545469,0.10846795056197137,0.18778455587100149,0.008735996637462998,0.7888912356041015,0.4495757592574605,0.2772505037358566,0.0981570735476763,0.8308291094695396,0.0567560683263891,0.4214605131135368,0.09137524383632467,0.6796614539714358,0.17528888658718655,0.32253363632141474,0.05534501640778505,0.10732383800754987,-0.07389839699592943,0.09194961871296216,0.061971931996455676,0.3295175687981655,0.08075166418836585,0.028639469590088038,0.4036416528267519,0.04634701924248266,0.017513787974332833,0.2639989904953611,-0.0171663909791106,0.08898400879956737,0.028755277590208374,0.4202771825600522,0.1991072811900272,0.11221528132845768,0.0143453970002433,0.5444742186011329,0.19099833921556988,0.7635932423858426,0.8649906140379362,0.1832855271796225,0.4560743436549534,0.3069247235203678,0.7301884272494058,-0.048901310841887806,-0.06770729667275348,0.4654526386547533,0.6860824050912218,0.4797419687962755,0.028867126732500224,0.033428112899260766,-0.04612977446132019,0.18297599763691186,0.03189231651045025,0.04503532814000992,0.2384680064806137,25313f2f5b6854da.csv,1
