coh_nofilt_fp1_fp2,coh_nofilt_fp1_f7,coh_nofilt_fp1_f4,coh_nofilt_fp1_f8,coh_nofilt_fp1_c4,coh_nofilt_fp1_t4,coh_nofilt_fp1_t5,coh_nofilt_fp1_p4,coh_nofilt_fp1_t6,coh_nofilt_fp2_f4,coh_nofilt_fp2_f8,coh_nofilt_fp2_c3,coh_nofilt_f4_f8,coh_nofilt_f4_c4,coh_nofilt_f4_t4,coh_nofilt_f8_t4,coh_nofilt_c4_t4,coh_nofilt_c4_p4,coh_nofilt_c4_t6,coh_nofilt_t4_p4,coh_nofilt_t4_t6,coh_nofilt_t5_p3,coh_nofilt_t5_o1,coh_nofilt_p3_pz,coh_nofilt_p3_o1,coh_nofilt_p3_o2,coh_nofilt_pz_p4,coh_nofilt_p4_t6,coh_nofilt_p4_o2,coh_nofilt_t6_o2,target,coh_alpha_fp1_fp2,coh_alpha_fp1_f7,coh_alpha_fp1_f8,coh_alpha_fp1_c4,coh_alpha_fp1_t4,coh_alpha_fp1_t5,coh_alpha_fp1_p3,coh_alpha_fp1_p4,coh_alpha_fp2_f8,coh_alpha_fp2_t3,coh_alpha_fp2_c3,coh_alpha_fp2_pz,coh_alpha_f7_f3,coh_alpha_f8_t4,coh_alpha_t3_c3,coh_alpha_t3_p4,coh_alpha_c3_t5,coh_alpha_c4_t4,coh_alpha_c4_t6,coh_alpha_t4_t6,coh_alpha_t5_p3,coh_alpha_t5_o1,coh_alpha_p3_p4,coh_alpha_p3_o1,coh_alpha_pz_p4,coh_alpha_pz_o2,coh_alpha_t6_o2,coh_theta_fp1_f4,coh_theta_fp2_f7,coh_theta_fp2_f3,coh_theta_f3_t3,coh_theta_f4_t4,coh_theta_t3_c3,coh_theta_c3_t5,env_nofilt_fp1_c4,env_nofilt_fp1_t4,env_nofilt_fp1_t5,env_nofilt_fp1_p4,env_nofilt_fp1_t6,env_nofilt_fp2_c3,env_nofilt_fz_t5,env_nofilt_fz_p4,env_nofilt_f4_c3,env_nofilt_f4_c4,env_nofilt_f8_c4,env_nofilt_f8_t4,env_nofilt_f8_p4,env_nofilt_c3_t5,env_nofilt_c4_t6,env_nofilt_t4_p4,env_nofilt_t6_o2,env_alpha_fp1_c4,env_alpha_fp1_t5,env_alpha_fp2_c3,env_beta_fp1_c4,env_beta_fp1_p4,env_beta_fp2_t5,env_theta_fp1_p4,bands_alpha_fp1,bands_beta_fp1,bands_theta_fp1,bands_gamma_fp1,bands_beta_fp2,bands_beta_f4,bands_beta_t3,bands_beta_p4,psi_alpha_fp2_fp1,psi_alpha_f7_fp1,psi_alpha_f3_fp1,psi_alpha_c3_fp2,psi_alpha_t5_t4,psi_alpha_p3_fz,psi_alpha_p3_t5,psi_alpha_pz_f3,psi_alpha_p4_fz,psi_alpha_o2_p4,fn
0.8493970974705649,0.8773387840707141,0.7956036084126701,0.7152631541412395,0.6729993705606168,0.6095599294300882,0.5535365658468843,0.6052400902375932,0.5215410809614772,0.809564817456478,0.7896675671093267,0.5492034521303576,0.8516199304044236,0.8714639807145277,0.6634594377777934,0.7728849197262965,0.6760817900507567,0.8482223847507907,0.7158248160132668,0.7246408685282799,0.7835573937724103,0.9009224331336558,0.8369301118538862,0.9271780552368036,0.7798354910998898,0.5900923317494691,0.8666899882547908,0.8682532210628701,0.8688453538094472,0.8972266192574179,1,0.9367829811405972,0.8919392067295214,0.7822001415213868,0.6669490092786138,0.6108985816402561,0.5054385180212485,0.5065455627443072,0.5457898440074658,0.8716409860174502,0.5132519201775034,0.5558218406268213,0.5266399710001104,0.8939913992018936,0.8212209329566907,0.7020766781542958,0.5297415589508446,0.6799638795313129,0.7910389848960653,0.7024590294739306,0.7518018361395437,0.8574260294899508,0.8055791552611717,0.6844439645649419,0.7430578418693559,0.871218698894698,0.7604012944781859,0.8607451489821766,0.8164865087790598,0.6991169308187718,0.7798146132459638,0.5570297635409417,0.7230972973356048,0.6545927065642226,0.6089360939187165,0.2789896608054947,0.3026254459943789,0.08861273778713412,0.08228416553688084,0.11922722908523364,0.2503471734127498,0.13268894679209495,0.15390991443715504,0.4682043164995108,0.6302563473131079,0.475647951057755,0.6545365568677732,0.15285867119468274,0.4129679445378636,0.4105002701130021,0.3388808848140305,0.7842414889481097,0.3887022860795784,0.29844066879438336,0.41331102453637103,0.40608519087674455,0.3236158634250589,0.18820084168998166,0.2317400508277533,0.01142859716375417,0.0062845778982218575,0.007145923106411239,0.0001756508187895837,0.006696940462681011,0.007582450312798383,0.006493820654333889,0.007238458066078522,0.32181919230154554,0.21639100486028484,3.1120928078894434,1.1016962325287751,5.187863013099403,-0.2397079979889134,-2.0762870784217795,-6.989389373623897,-8.97016832107461,4.755335529459527,00b2d6e257e2f615.csv
0.6823465953474037,0.7950528672688196,0.6410921778412675,0.7133367957066162,0.3809172894447032,0.541196026505854,0.5065291953366086,0.4264465040815297,0.6142617063808151,0.6060506294486147,0.7396053463601052,0.3967735343318524,0.8123750219796256,0.6077605306409626,0.6363807532598297,0.7356458388270426,0.6394929014010294,0.5583947895302539,0.4164333276759559,0.5338965602068977,0.6414412184634355,0.8050952351208682,0.8891708020227664,0.7460095220904844,0.8056279276287889,0.6352340898734123,0.7696809484834559,0.4850353770080425,0.4850353770080425,1.0,1,0.9584939908795876,0.9508205079812106,0.9171769314725438,0.4705208285460383,0.7787616652655226,0.5082609839929668,0.41327872205029104,0.4673200506508306,0.9677165359250904,0.7764361751114021,0.5265993869821964,0.4959185824478236,0.9289120951737134,0.9060799987890148,0.8124242788037973,0.3991556932528189,0.7707415436174762,0.6976044175714201,0.4721240541171122,0.7597051555330289,0.8110117576436537,0.9323720002581384,0.5240672887206352,0.7639842735543301,0.8157360900959127,0.4757553502732684,1.0,0.6356478448598012,0.7764984148488773,0.7405675791642812,0.610566404194304,0.5284333355543119,0.7962803207310352,0.7198279137180229,0.32086814374158595,0.6223194693184294,0.2369425635134677,0.09019211634802143,0.5048529453667204,0.2838700346637009,0.16243005449739525,0.162986500135746,0.21585100165271265,0.40980297152119627,0.4132557380981561,0.7959292645383587,0.10580014255890904,0.5994161012788798,0.3058234552477274,0.1142478445733124,1.0,0.4102882960259355,0.267771288689307,0.3094246043403284,0.15392467789758638,0.10830511076311623,0.2395536968079608,0.1502569479561051,0.11426827738689466,0.014216887825474462,0.013358411311142036,0.00026465018697790447,0.01352982012294823,0.007742203498199525,0.01105568513997838,0.014357805118208434,3.3565771472119894,3.0306191503136404,-0.4629824581340748,-0.866467565355158,-3.2976029489098297,1.4690346211564371,0.4772608106679943,2.05668157382109,0.13295300433317594,2.1254124947915027,09769097749fb286.csv
0.8972310689609719,0.8479876633106792,0.7526123277811735,0.7448187387877373,0.5170470765362642,0.5188141502939951,0.5607328004353063,0.5851185246656493,0.5299970075526208,0.8255037757791895,0.8100773280355202,0.7136082682305084,0.7908056630323079,0.592416717789204,0.5655302112688829,0.7227897262685602,0.607724930502336,0.5506421519474384,0.5614977359692339,0.6525739480960295,0.8237711924952064,0.7327948078475858,0.908678193922008,0.8780526385207496,0.8077860461321608,0.6705839695077596,0.8557202914991153,0.7466786876163027,0.6755284532765181,0.8394971001492973,1,0.9295144002617654,0.9012816975939936,0.8048488690322364,0.6214259974538814,0.7002926318169878,0.7622394641071268,0.6925739055550181,0.6270896408318863,0.8969220549965439,0.7551738830043127,0.7129098069350553,0.6728653496326955,0.864125610104871,0.8564270472937869,0.8594962457292353,0.6338703345423506,0.7331749685141112,0.7508304777623613,0.6939786533117512,0.8535215345118652,0.9050494008876008,0.9630600305246648,0.7179550708847082,0.8832439086351197,0.817809707978596,0.8331138409197427,0.9605175411592072,0.6938083390877343,0.7643583993896385,0.7464465027773001,0.7560438135709344,0.6899304485375156,0.8163493245772863,0.7408576100241367,0.11646142427224344,0.2394694396045931,0.25492712719928834,0.0582995352186176,0.1667577824264745,0.16446054248690456,0.10942336732608364,0.15527592299958298,0.1163917245755028,0.373260568561799,0.29122743952574315,0.6304118398107919,0.15699925639625514,0.3249581128874882,0.2361360940812975,0.3091760956293312,0.7485328985575085,0.30840470838714995,0.30031516356763777,0.24001501638501024,0.18678527816985696,0.2138547600563041,0.3965351714864676,0.10553729950239156,0.008310549688589039,0.007985487613152957,0.005003798917460953,4.757424474569007e-05,0.008057941507456073,0.005958838192221217,0.01210051027411558,0.005551519868069867,-1.5590487398027135,-0.7567630075716315,-7.0667904378002175,6.460609494305945,-1.7956473508532913,6.6807643066016125,-0.19654899589742947,8.369346722195647,4.905203342171683,-2.9285756213701366,0b84dd748e7d5edd.csv
0.7558396076280753,0.8441750057692168,0.7933904026561596,0.7417456962801524,0.7660671228049576,0.8096448114684921,0.8361416191389622,0.695082010783208,0.7241365206330087,0.8321632089158417,0.8160980027761303,0.7499187236043775,0.8098845887556191,0.8862876902212804,0.8330264172079541,0.7814870242635186,0.8255934223111444,0.8329785414590194,0.8375667857864644,0.7848916336253308,0.8319931106038699,0.9614864411547872,0.95444138273598,0.9790314318709384,0.927985916286296,0.743142574365812,0.7985691926100319,0.9537170485441948,0.8390651489740045,0.8637929605322585,1,0.514947436832155,0.7501675070894676,0.5723816346259925,0.5619251751833036,0.6584704127608719,0.7211184473515446,0.6832696252054208,0.4772528697936269,0.5995393401096155,0.4962080968392593,0.5326324749508554,0.5660177118575891,0.6827784506641444,0.7942222485317364,0.8346919641813646,0.5022307619437714,0.8298699123514609,0.7566059641353174,0.7571069673132983,0.8499324306882471,0.9178054954580396,0.8987851765073321,0.5848509101835654,0.8523495887321797,0.6954910040489698,0.535406949996504,0.8217208009302619,0.6806670967052079,0.5558954401397154,0.5095782425007362,0.6706492195649759,0.7255184674122367,0.7135364626362708,0.6925063739864372,0.2347300048113353,0.4047232200734313,0.4301455721286305,0.02963332664739401,0.12324475800647593,0.00900887355759116,0.29772740886884985,0.04133127536494957,0.027439960502839672,0.5669940136490662,0.25990585343208994,0.368198300831419,0.14701692804193206,0.6416804281941385,0.36653950612266106,0.2368164675407817,0.5810930490121962,0.17952287435526054,0.4436477984186639,-0.07088101990617399,0.31084905092819204,0.05200427371075562,0.05665364222877833,0.11683371955583274,0.0015939682416138187,0.008687149921457245,0.001981387336342729,0.0003452857907949001,0.003057642179974593,0.003783264775693965,0.012688214653883484,0.0029725152334364323,0.1908647323868456,-1.9480803304646241,-0.16750112290596866,-2.4898581354894453,-2.4917094795764787,-3.089818093712437,0.2416712192278257,-1.394407188502229,-1.104090977442031,-3.622760428104205,158ce5e17a662599.csv
0.6396403954128035,0.9067036664250376,0.5889677836130016,0.6312417602512118,0.4480386553127953,0.5646908700850006,0.6052253354297701,0.38621426870443465,0.4847842926641001,0.8154390095274041,0.815352633603588,0.3710568476989983,0.8310792336695231,0.5823324348778791,0.6107907137083636,0.7415956169294559,0.647703698463321,0.5647456061725156,0.5639626207169045,0.4888690866753679,0.6339555757376114,0.7832530672656807,0.8427015564035204,0.7972241282893586,0.7825680364258975,0.5024775214561397,0.6263676900562736,0.7689837696641479,0.7399396113729858,0.7823973963036323,1,0.8577359575389918,0.9701165573679608,0.8679179796089677,0.5751581393309985,0.8203847999055996,0.4967737550959919,0.5538377985232197,0.4582579008220841,0.9498707271581244,0.7270639157847187,0.4279286355731483,0.5571556204742695,0.9333949917741272,0.8814379825944071,0.5408600287071017,0.4470965652915193,0.4866780540697163,0.7483161879828871,0.5917589818349384,0.6523116154684915,0.7265924141427961,0.9160764329693202,0.6866263351559954,0.8546152653292823,0.8728296264610387,0.7156172641236579,0.9009239358879496,0.6677642731116022,0.6589791306759366,0.5851777657939172,0.5832595795835959,0.5856662149245362,0.7263068702099938,0.5816061211002005,0.2428470833587444,0.5262583632137339,0.13947412101401535,0.14939110572611514,0.1410874055230112,0.12295270523252247,0.17105579333293874,0.1881028472077325,0.10309688881046547,0.3409323036181814,0.32042239446474696,0.7290320881646082,0.14761788408283005,0.31297383474106505,0.3092673723223773,0.10871094252313514,0.8147283136265626,0.3953013947476067,0.1976804322313192,0.2608353495158764,0.15679110481817607,0.07486150149081128,0.23835248612097545,0.23432001544603626,0.06573991683293226,0.013530916202384956,0.008471758832593766,0.0014108608957981625,0.008920245620287308,0.007173200563247477,0.012842191360137006,0.018192170989036933,-0.25295702333984044,-0.05615052337584644,1.9824595991720881,2.6101200069963406,1.6892076044149462,4.518065255458464,-0.47594985696977204,2.085678568297946,1.0288942952698572,0.8637808373271754,17df70855fa4922a.csv
0.7310125901878967,0.6223865958613629,0.5571064774963206,0.5347204065926088,0.3596986174251802,0.4151554786402391,0.3647864708902744,0.3756495628530589,0.3615269831827415,0.7738030422058411,0.750733714837944,0.3650253090144731,0.7993358130481035,0.5440533367645817,0.5139570791068957,0.6129795456398656,0.5808225001804725,0.5550475677369491,0.4706182725303345,0.4514541670746897,0.4812938573947173,0.6837982421603139,0.8073221901519602,0.7121423881508063,0.6785925804206391,0.4663295802011054,0.7160589493040549,0.8342450522232464,0.7901281345241643,0.8167203149144321,1,0.9683565063424804,0.9021595650499196,0.8944226855227075,0.4666467537809141,0.6684291133286446,0.4096590120939209,0.5091662133387519,0.4798473854101416,0.9531857087114836,0.5974539281146154,0.455579986474684,0.6169004163137917,0.8939720881026717,0.8173396322003927,0.6364246541715728,0.4060541855836791,0.5392810178246842,0.7664612349999946,0.4990753741475782,0.5727794019692165,0.8545772353185254,0.8880662391597021,0.5485179739127117,0.8175459561665479,0.7674167446006088,0.7178925007338224,0.9233565342738224,0.7400358397577143,0.6465616102010048,0.7266729789105316,0.5789374352822152,0.5950998326118497,0.7353488907440395,0.6581370946505191,0.20055140003131688,0.34937171626268826,0.14079818003844552,0.15423988041821546,0.12321832913527925,0.21392989763453693,0.17784652202034326,0.2355072906528501,0.22584635333239825,0.3796830632913393,0.3823419692628777,0.6367051858110939,0.14214316150644624,0.337776982507146,0.2559085902259858,0.2209949986066615,0.8559705824991474,0.29442924952594146,0.17739483693602776,0.2614259552055878,0.13951789070628673,0.11869356939372196,0.08231419318337313,0.11064261408956601,0.03287197766584872,0.006460527479315743,0.014562261014380781,0.0003468872170054412,0.005694253066515557,0.005434848524997867,0.01243572259890068,0.007851576539360009,-0.3864933565984256,-0.2262016401858503,-0.6171775984354313,-0.9140715065356564,50.58967509243265,-4.749168685309373,-1.6002696937568397,-0.6402666656925527,2.8103028359978346,-0.2350600381584557,1eebfb80ad31ef08.csv
0.6710181765882645,0.7223295964397914,0.6259886990678498,0.5873730831912259,0.3787510313440685,0.5058095279383025,0.4797971539986689,0.4725017852570446,0.4741017983712494,0.7739518853794279,0.7177942135134674,0.4144801596795248,0.7369508184914382,0.5090110917303939,0.5606790754134872,0.6608188022986171,0.5609775551092039,0.5020979792970904,0.481618677602616,0.4676409541848539,0.5664999509796347,0.7768107574297511,0.8191132225231382,0.8108628362954622,0.8407888647597979,0.5384839774915372,0.6383526366223139,0.7432499048723508,0.5192990515819114,0.6236527524457265,1,0.9324744878639404,0.9421027366529892,0.9167487790602344,0.5524228501345588,0.8243213420466153,0.49697273190602703,0.4784800024140636,0.4839065220810001,0.9635849033773632,0.7610117981920292,0.4614394055186509,0.5394625584284738,0.9171938963707288,0.9083839563170788,0.6572232143225816,0.4615492756049306,0.5657261377827701,0.6477979811439125,0.5886607690953288,0.7605731899660066,0.8868649543779038,0.9564332968265084,0.7530954086988144,0.8342788497255212,0.8621657529723794,0.6530774645256286,0.90729445772638,0.6635273404999825,0.5620990641890523,0.5877588338194669,0.5927560850683964,0.5108467292194412,0.7029853203171248,0.5913497690507262,0.3808621112538205,0.6298132966924485,0.32921926648095656,0.3081051679193618,0.3623255898812044,0.1854372687728112,0.2968219327852903,0.33037586543533165,0.17880179796228984,0.4853934429984381,0.4792949992958154,0.7909252469145077,0.27041339154931354,0.35224245199598275,0.4443787210819876,0.3089180677604324,0.7895224241251924,0.6125397286058339,0.3865561266749888,0.3272251487276435,0.07494860996275611,0.0672385083100043,0.17357560458818005,0.2467242622902052,0.048798844970355006,0.011114076595670378,0.00745419344534963,0.0003874866667045598,0.00849185106292665,0.003538364866647725,0.01333769657613846,0.010406124497384985,1.1120189123582611,2.2909832226185745,0.3875298282472589,0.8075306720510692,1.2272760850190059,3.0004648663429774,0.1341545015395101,1.946819514443926,-1.1283153323074004,-1.170605675302143,1f424c8e1fd31218.csv
0.6437428220749702,0.9194882394764023,0.6041131900351274,0.575478869888781,0.4658031948463202,0.557784986761398,0.6774437840631627,0.4219033711812635,0.4873412126530647,0.840126336958687,0.7933903488159452,0.4035732053929828,0.8064239129263496,0.5105690002034917,0.5599276647041403,0.6561484526502365,0.6753177690871704,0.5944431310887643,0.5816972805841224,0.5614704884434201,0.6615035202759195,0.8872119928464881,0.9336380366611221,0.8999511089048655,0.8722658927148592,0.5170265754812552,0.6610670472909556,0.8081971829476378,0.7708057024635726,0.8342014947899975,1,0.6828019453301419,0.9622993224197026,0.6940738352999549,0.4817110496172315,0.6691514169206717,0.4729512293230728,0.4404906423761257,0.4000643244689761,0.9098210493834616,0.509890603000464,0.40565210396780105,0.4844658055160141,0.9232172539055746,0.7352290257338614,0.7441014484929709,0.4879647818677049,0.5136886786756376,0.7711804314755735,0.5893913646349471,0.7308044609857176,0.8354284968532243,0.9340779113305938,0.7323749212852247,0.8431500211735061,0.8564255802697056,0.6157407337275689,0.8695846299510992,0.7001223295646031,0.5897135814386555,0.5978243722627202,0.6125915473594469,0.5317965803958651,0.7721603514275337,0.5692943499137679,0.07750791781084318,0.3177518180728105,0.3034402499062165,0.11210856622942476,0.21991133966249585,0.016439571156595348,0.2216693898277456,0.06714744362864962,0.05871507111964845,0.11848729432274532,0.17462220750545102,0.5018274015155217,0.16402222237986552,0.36265184323194455,0.30296332851688423,0.2660561204251407,0.7329896561568989,0.07177641235567073,0.2918454918908026,0.12314096090486736,0.03578168425478024,0.028643397807564856,0.13236342641239934,0.1541982609399616,0.028447412010049418,0.018158016528004292,0.010189737921430348,0.0016480660432536738,0.009318116389519264,0.006600993175351663,0.01294269800782086,0.006119240605670861,0.5018545194042685,2.6135939423319097,0.16076570186873745,-1.4896438559742766,2.71599802909672,6.826233303248179,0.03718098095345628,2.05038176029288,5.258281599694191,-0.09903521940044344,210a90133b1f39a3.csv
0.5862641111576078,0.5897421934288616,0.53807766238133,0.4905055813526314,0.3839958682570256,0.3840440843274539,0.3760570223387398,0.34717800235987195,0.37984980401922,0.6172130698353894,0.6171384584675097,0.4092972521861653,0.6269207601936566,0.5582670181385497,0.4270052279696095,0.4516388372176068,0.501784969923816,0.6489569286828383,0.5541235623976298,0.4528751081629984,0.5071387197246544,0.9430413550225788,0.5710161635213318,0.5936278878341418,0.5770901536690519,0.4932096113381311,0.6262715383826583,0.7698326514406897,0.640870282288183,0.6403414235776251,1,0.9611742319389438,0.9372350167981908,0.8496689405386999,0.4334472414495421,0.5726894800524303,0.3360607137180503,0.3118928326493026,0.3815273551160349,0.9173149981103648,0.5141332706867875,0.4513153149400584,0.6087330585304265,0.9118311728445304,0.7391786103293424,0.838946998748995,0.3590997984316583,0.7121902809423546,0.6765355097021118,0.6010752757741945,0.7689612092454405,0.9480046323164188,0.8775670518428003,0.4143554073490393,0.873337780678225,0.5823278260944398,0.4569580665161783,0.8264741887965923,0.8095722099323509,0.8202445917110938,0.7551625826433642,0.6083742411414426,0.6036801578160961,0.8397817264309204,0.6918809221407889,0.2316056939493896,0.1901667276496861,0.2325414878326635,0.20080002680044845,0.20331801089362864,0.15895119251008494,0.21521091674396955,0.22364166052918244,0.14142843539807665,0.3139475878135488,0.2712816641513498,0.2890573987788244,0.1719694263607251,0.339165337763509,0.3788261888826165,0.2574037756719355,0.6999978217740386,0.28528784351408537,0.4308633790388197,0.3454657740286859,0.1228929117614452,0.11645893361424135,0.17339537122951296,0.2174076135244224,0.012128645695828742,0.005941600152391898,0.0036400029632917227,0.0011143638478100038,0.0046167508808078045,0.0022972231349496787,0.02184227257707786,0.002864635357781805,-0.4003472092070944,-0.2591289203559494,0.0451294615707415,0.4623194481332021,-2.0131527089665746,-1.912743922883304,-0.016104556811274803,0.539080617902406,2.945245888591069,-2.47635951129131,2330fe97fb1ce051.csv
0.6533236225568031,0.6428832520453771,0.6183758696613411,0.5685067533235187,0.5898541752120785,0.5880874820281645,0.5959214671725449,0.561186414996896,0.5990035637088629,0.8749258609543245,0.7839816801905726,0.5740104529919631,0.7980200159763065,0.8603601440780565,0.8277447587551524,0.8308291094695396,0.836809121823294,0.7921641543877141,0.8184363428021693,0.7524810421145377,0.7720043336726224,0.67654377717932,0.6887663544588946,0.7550760943380691,0.7177778238922179,0.7473220962764106,0.8588967967881378,0.7632126754816295,0.8185536116132975,0.8635314030485518,1,0.8243430686467478,0.8243454950896876,0.7470387173902503,0.7546877014818729,0.7479460983846817,0.7211384439699994,0.7491332096189074,0.757190726947826,0.7244040874031704,0.7098747829736402,0.7159760475070326,0.7123869451308663,0.7586328669470938,0.8326830438970741,0.7450516600158852,0.7251010507563642,0.7312273974941107,0.7945779931689849,0.7866860084086772,0.7775287808204062,0.7934100917006334,0.8038234388754794,0.7131017472236504,0.8143019590597146,0.8424989396301567,0.7753913946990475,0.8259935707104384,0.6900304667274411,0.7455232674082619,0.7192688173691152,0.6878816882853399,0.7018399424676578,0.7585424415951184,0.7438212633843673,0.1051395539034828,0.07394338748319773,0.062232631595616685,0.07637149502534002,0.07655749268433383,0.05670004451435494,0.035999661889296417,0.12950469725733654,0.0027748923041497732,0.2596355406682909,0.050241570423236126,0.25425150282764064,0.1102443444284867,0.05613530677002982,0.17528888658718655,0.10846795056197137,0.4928302300042391,0.035931189922336765,0.03997438273892718,0.04240534571914016,0.061971931996455676,-0.04099448449996527,0.01909027257147337,0.03825319687277787,0.0021764484304751326,0.013006236161005238,0.002822602688082336,0.0002527460839720475,0.008066505319467425,0.008735996637462998,0.05010028942759196,0.002791569653789043,-3.6653048071352736,-3.4645531605726747,-2.276606891901091,9.60386276134777,3.016014460205344,-12.06236929219427,-0.2649225841456495,-1.5961659602797096,2.2443879256024557,-5.175816569959123,25313f2f5b6854da.csv
